CODICE TIPO ENTE CREDITORE,TIPO ENTE CREDITORE,"# Progressivo
Macro Area per Ente Creditore","NOME
MACRO AREA","DESCRIZIONE
MACRO AREA","CODICE 
TIPOLOGIA SERVIZIO",TIPO SERVIZIO,"Motivo Giuridico della riscossione
IM: Imposta
TS: Tassa
SP: Servizio Pubblico
SA: Sanzioni
AP: Altri Pagamenti","DESCRIZIONE
TIPO SERVIZIO",# VERSIONE TASSONOMIA,DATI SPECIFICI DI INCASSO,DATA INIZIO VALIDITA',DATA FINE VALIDITA',,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,109,Licenza Taxi,TS,Tassa per rilascio licenza attività di Taxi,10,9/0115109TS/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,110,Trasporto Pubblico,TS,Biglietti ed abbonamenti del trasporto pubblico,10,9/0115110TS/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,111,Tassa Macellazione,TS,Tassa per la macellazione,10,9/0115111TS/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,112,Diritti sanitari su Macellazione,IM,Corrispettivo per Controlli veterinari effettuato dall’ASP sui capi da macellare presso il mattatoio,10,9/0115112IM/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,113,Spese registrazione Contratti,AP,Somma versata per la sottoscrizione di un contratto da parte di una ditta appaltante,10,9/0115113AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,114,Sovracanoni,IM,Somme versate dalle società concessionarie di derivazione d'acqua ai con sorzi di bacino imbrifero legge 959/1953,10,9/0115114IM/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,115,Discarica,SP,Proventi dallo smaltimento di materiali inerti,10,9/0115115SP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,116,Servizio Eliski,SP,Servizio di elicottero servizio Sci fuori pista,10,9/0115116SP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,117,Campeggi,AP,Occupazione piazzole per soggiorno/vacanze da parte di camper e tende,10,9/0115117AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,118,Proventi da sponsorizzazioni,AP,Proventi derivanti da iniziative promosse dall'Ente e sponsorizzate da privati.,10,9/0115118AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
01,COMUNE/UNIONE DI COMUNI / CONSORZI,15,,,119,Spese di pubblicazione bandi pubblici,AP,Si tratta delle spese relative alla pubblicazione in G.U. o altri quotidiani dei bandi di gara e degli esiti della gara: i relativi recuperi avvengono prima e dopo la firma del contratto.,10,9/0115119AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,SERVIZI PROVINCIALI / CITTA' METROPOLITANA,Tributi e diritti gestiti direttamente dall'Ente Provinciale.,100,Edilizia sismica Istruttoria e rilascio Attestati,TS,oneri istruttori previsti per il rilascio dell'autorizzazione sismica ,10,9/0201100TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,101,Impianti Termici ,SP,acquisto bollini blu per impianti termici e caldaie ai fini del rapporto di efficienza energetica ,10,9/0201101SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,102,ANNO IN CORSO - TEFA (riscossa unitamente alla TARI),IM,Prelievo collegato al servizio di raccolta e smaltimento dei rifiuti solidi urbani stabilito da ciascun comune.,10,9/0201102IM/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,103,Istruttoria ambiente e territorio e impiantio Termici,TS,pagamento imposta di bollo per l' istanza e pagamento oneri istruttori per il rilascio dell'A.U.A (autorizzazione unica ambientale) e controlli impianti termici,10,9/0201103TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,104,Sanzioni ambientali,SA,sanzioni amministrative pecuniarie previste per la violazione di precetti correlati a materie di competenza ambientale della provincia,10,9/0201104SA/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,105,Trasporto,SP,"Trasporti eccezionali, Transito di veicoli, Autotrasporto cose e persone, Esami, Agenzie pratiche auto",10,9/0201105SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,106,Affitti,SP,"Affitti, canone di locazione di beni immobili, palestre",10,9/0201106SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,107,Concessioni,SP,"Concessioni di utilizzo di palestre, spazi (es. bar, distributori automatici…)",10,9/0201107SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,108,Imposta di pubblicità,IM,Imposta di pubblicità e occupazione suolo pubblico,10,9/0201108IM/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,109,Marca da bollo,TS,cartavalori usato come pagamento per la validità di atti e documenti pubblici,10,9/0201109TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,110,Tesserino,TS,"Tesserino per raccolta funghi, caccia, pesca",10,9/0201110TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,111,Diritti di segreteria,TS,i diritti di segreteria sono un corrispettivo versato alla provincia per una determinata attività o prestazione che gli enti locali svolgono su richiesta dell'interessato,10,9/0201111TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,112,Tassa di concorso,TS,Tassa di concorso pubblico,10,9/0201112TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,113,Attività turisitche,AP,incassi derivanti dalla gestione  di attività turistiche territoriali.,10,9/0201113AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,114,Urbanistica,AP,oneri urbanistici,10,9/0201114AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,115,Servizi vari,AP,"Es: Servizi strade verdi, rosse e guasti",10,9/0201115AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,116,Beni culturali,SP,Proventi derivanti dal patrimonio culturale,10,9/0201116SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,117,Rimborsi regolazione premi assicurativi,AP,Incassi di risarcimenti da parte di assicurazioni,10,9/0201117AP/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,118,Oneri istruttori acque,SP,Rilascio o rinnovo autorizzazioni scarichi idrici,10,9/0201118SP/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,119,Oneri ispettivi RAEE e veicoli fuori uso,SP,Servizio attività ispettiva e di controllo,10,9/0201119SP/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,120,Sanzioni Caccia e Pesca,SA,Incassi di sanzioni elevate dalla Polizia Provinciale in materia di Caccia e Pesca,10,9/0201120SA/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,121,Sanzioni Codice della Strada,SA,Incasso sanzioni elevate dalla Polizia Provinciale in materia di Codice della Strada,10,9/0201121SA/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,122,Cause vinte da servizio legale,AP,Incassi per cause vinte dalla Provincia,10,9/0201122AP/,12/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,123,Alienazione di beni mobili /Immobili,AP,Ricavi da vendite di beni mobili e immobili,10,9/0201123AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,124,Introiti impianti fotovoltaici,AP,Introiti da impianti fotovoltaici,10,9/0201124AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,125,Depositi cauzionali,AP,Incassi derivanti da depositi cauzionali vari,10,9/0201125AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,126,Spese di registro,AP,Rimborso di spese di registro erogate per conto di terzi,10,9/0201126AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,127,Estinzione prelazione,AP,Introiti per estinzioni diritti di prelazione su immobili provinciali,10,9/0201127AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,128,Oneri Condominiali,AP,Incassi derivanti dal rimborso di oneri condominiali,10,9/0201128AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,129,Sanzioni varie,SA,Incassi derivanti da sanzioni,10,9/0201129SA/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,130,Rimborso Patrimonio Stradale,AP,Indennizzi per danneggiamento patrimonio stradale provinciale,10,9/0201130AP/,01/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,131,COSAP/TOSAP ,TS,Tassa occupazione suolo pubblico,10,9/0201131TS/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,132,Donazioni,AP,Donazioni da parte di privati,10,9/0201132AP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,133,ANNI PRECEDENTI - TEFA (riscossa unitamente alla TARI),IM,Prelievo collegato al servizio di raccolta e smaltimento dei rifiuti solidi urbani stabilito da ciascun comune.,10,9/0201133IM/,01/04/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,134,Diritti iscrizione registro art. 216 Dlgs 152/2006,IM,Diritti di iscrizione al registro delle imprese che effettuano attività di recupero di rifiuti in procedura semplificata ai sensi degli artt. 214-216 del D.Lgs 152/2006.,10,9/0201134IM/,01/04/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,135,Oneri attività estrattiva,TS,Oneri per attività di ricerca ed estrazione risorse sottosuolo,10,9/0201135TS/,01/04/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,136,Imposta provinciale di trascrizione (IPT),IM,"Imposta che grava sugli autoveicoli immatricolati nella Repubblica Italiana e applicata alle formalità richieste dal Pubblico Registro Automobilistico per l'iscrizione, trascrizione, e annotazione dei veicoli sul registro medesimo.
Istituita dall'art. 56 del decreto legislativo n. 446 del 15 dicembre 1997.",10,9/0201136IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,137,Canone Unico Patrimoniale,TS,"La Legge di Bilancio 2020 (Legge n. 160/2019) ha previsto, a decorrere dal 1° gennaio 2021, l’istituzione  di un “canone unico patrimoniale” che unifica in un solo prelievo TOSAP, COSAP, l’imposta comunale sulla PUBBLICITÀ e AFFISIONI, ed altre imposte locali. ",10,9/0201137TS/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
02,PROVINCIA / CITTA' METROPOLITANA,01,,,138,Canone Unico Patrimoniale - CORPORATE ,TS,"(SOLUZIONE CENTRALE GESTITA DA PAGOPA) La Legge di Bilancio 2020 (Legge n. 160/2019) ha previsto, a decorrere dal 1° gennaio 2021, l’istituzione  di un “canone unico patrimoniale” che unifica in un solo prelievo TOSAP, COSAP, l’imposta comunale sulla PUBBLICITÀ e AFFISIONI, ed altre imposte locali. Questa soluzione è gestita centralmente da Pagopa S.p.a.",10,9/0201138TS/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,REGIONE,01,SERVIZI REGIONALI,Tributi e diritti gestiti direttamente dall'Ente Regionale.,100,ARISGAN Rateo Mensile,TS,pagamento dell'addizionale regionale all'accisa sul gas naturale a favore della regione dove ha luogo il consumo,10,9/0301100TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,101,ARISGAN avviso accertamento,AP,avviso emesso a seguito del mancato pagamento,10,9/0301101AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,102,ARISGAN Deposito Cauzionale,AP,I soggetti passivi del tributo sono tenuti a prestare alla Regione una cauzione pari ad un dodicesimo dell'addizionale annua,10,9/0301102AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,103,ARISGAN Ravvedimento Operoso,AP,"Il soggetto passivo del tributo può regolarizzare, attraverso il ravvedimento: il mancato pagamento di rate di acconto mensile o del conguaglio; errori ed omissioni; l'omissione della presentazione della dichiarazione",10,9/0301103AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,104,Diritti APE,TS,Attestati di Prestazione Energetic redatto da Ingegneri Abilitati e validato dal Catasto Energetico,10,9/0301104TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,105,Bollo auto,TS,pagamento bollo auto,10,9/0301105TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,106,Caccia e Pesca,TS,tassa per le licenze di caccia e pesca,10,9/0301106TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,107,Concessioni,TS,tassa sulle concessioni regionali,10,9/0301107TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,108,Oneri demaniali,SP,pagamento canoni concessioni demaiali,10,9/0301108SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,109,Donazioni,AP,liberalità a favore della  regione ,10,9/0301109AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,110,Ispettorati di porto,SP,tariffe per le spese di istruttoria in materia di navigazione interna di competenza degli Ispettorati di Porto,10,9/0301110SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,111,Pubblicità e affisioni,IM,Imposta di pubblicità e pubblica affisione,10,9/0301111IM/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,112,Servizi cimiteriali,TS,"attività e servizi necroscopici, funebri e cimiteriali; rilascio autorizzazioni per la tumulazione in località differente dal cimitero; cremazione, conservazione etc.",10,9/0301112TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,113,Cosap,TS,canone occupazione spazi ed aree pubbliche,10,9/0301113TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,114,Sanzioni,SA,Sanzioni varie e verbali amministrativi,10,9/0301114SA/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,115,Diritti e rimborsi vari,TS,"Diritti di segreteria, istruttoria, e rimborsi vari",10,9/0301115TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,116,Marca da bollo,TS,cartavalori usato come pagamento per la validità di atti e documenti pubblici,10,9/0301116TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,117,Smaltimento e rifiuti,TS,Servizio di smaltimento e raccolta dei rifiuti,10,9/0301117TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,118,Istanze e istruttorie,SP,Spese di istanze e di istruttoria,10,9/0301118SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,119,Smaltimento e rifiuti,SP,Servizio di smaltimento e raccolta dei rifiuti,10,9/0301119SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,120,Altre Entrate Regionali,AP,,10,9/0301120AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,121,Canone Unico Patrimoniale,TS,"La Legge di Bilancio 2020 (Legge n. 160/2019) ha previsto, a decorrere dal 1° gennaio 2021, l’istituzione  di un “canone unico patrimoniale” che unifica in un solo prelievo TOSAP, COSAP, l’imposta comunale sulla PUBBLICITÀ e AFFISIONI, ed altre imposte locali. ",10,9/0301121TS/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
03,REGIONE,01,,,122,Canone Unico Patrimoniale - CORPORATE ,TS,"(SOLUZIONE CENTRALE GESTITA DA PAGOPA) La Legge di Bilancio 2020 (Legge n. 160/2019) ha previsto, a decorrere dal 1° gennaio 2021, l’istituzione  di un “canone unico patrimoniale” che unifica in un solo prelievo TOSAP, COSAP, l’imposta comunale sulla PUBBLICITÀ e AFFISIONI, ed altre imposte locali. Questa soluzione è gestita centralmente da Pagopa S.p.a.",10,9/0301122TS/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,ORDINI PROFESSIONALI,"Enti di diritto pubblico la cui funzione principale è quella di garantire il cittadino sulla competenza e la professionalità dei propri iscritti, nei vari settori. Per l'accesso è necessario il possesso di qualifiche professionali o l'accertamento delle specifiche professionalità. All'iscrizione sono connessi una serie di diritti ed oneri. ",100,Prima Iscrizione,TS,Iscrizione agli ordini professionali,10,9/0401100TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,101,Quota Trasferimento,TS,bollo per la richiesta di trasferimento,10,9/0401101TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,102,Iscrizione albo,TS,quota iscrizione all'albo professionale,10,9/0401102TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,103,Iscrizione corsi,TS,quota di iscrizione ai corsi formativi,10,9/0401103TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,104,Diritti di segreteria,TS,"costo delle operazioni svolte dalla segreteria dell'Ordine. Es: rilascio certificati,rilascio elenchi, rilascio fotocopie etc.",10,9/0401104TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,105,Utilizzo locali,TS,costo per l'utilizzo dei locali gestiti dall'ordine professionale,10,9/0401105TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,106,Rilascio Tesserino,TS,Costo per il rilascio del tesserino ,10,9/0401106TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,107,Quota Albo,TS,quota fissa di permanenza dell'iscrizione all'albo professionale,10,9/0401107TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,108,Contributi Vari,AP,,10,9/0401108AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
04,ORDINI PROFESSIONALI,01,,,109,Accertamento quota di rinnovo annuale,SA,Incasso che rappresenta la sanzione per un eventuale rinnovo tardivo da parte di un iscrtitto.,10,9/0401109SA/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,SERVIZIO SANITARIO NAZIONALE,"I servizi sanitari sono quelli di assistenza sanitaria a tutela della salute della popolazione e degli animali. Tali servizi vengono erogati dalle ASL e dagli Ospedali, che a loro volta si distinguono in Presidi ospedalieri e Aziende ospedaliere.",100,Ticket Sanitario,TS,"Il ticket sanitario in Italia è una tassa, ovvero una quota di partecipazione diretta dei cittadini alla spesa pubblica come controprestazione per l'assistenza sanitaria fornita dallo Stato",10,9/0501100TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,101,Pagamento ALPI,TS,"attività libero professionale intramoenia, effettuata cioè a pagamento nella struttura pubblica",10,9/0501101TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,102,Ticket Pronto Soccorso,TS,"ticket  per le prestazioni non seguite da ricovero, classificate con “codice bianco” (paziente in condizioni non critiche)",10,9/0501102TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,103,Copia Cartella Clinica,SP,costo del rilascio copie della cartella clinica,10,9/0501103SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,104,Donazioni,AP,atti di liberalità a favore del comparto sanitario,10,9/0501104AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,105,Affitti e altri proventi,SP,canoni di locazione a favore delle srutture sanitarie pubbliche; proventi da attività immobiliare; proventi da concessione spazi.,10,9/0501105SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,106,Mensa,TS,Servizio mensa per i dipendenti del ruolo sanitario e gli operatori tecnici prima o dopo il turno,10,9/0501106TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,107,Vaccinazioni non Obbligatorie,TS,"tutte le vaccinazioni per le quali non è stabilito un obbligo di legge, di cui il soggetto può liberamente servirsi a fronte del pagamento del servizio.",10,9/0501107TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,108,Sanzioni mancato ritiro referti,SA,"Il mancato ritiro dei referti comporta per l'utente, anche se esente dalla partecipazione alla spesa sanitaria, il pagamento di una sanzione amministrativa corrispondente all'intero importo della prestazione usufruita e dell'eventuale ticket aggiuntivo.",10,9/0501108SA/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,109,Porto d'armi / Patenti,TS,visita propedeutica al  rilascio del certificato di idoneità al porto d'armi o al rilascio della patente.,10,9/0501109TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,110,Erogazione dispositivi Medici,SP,"per l'erogazione dei dispositivi è necessaria e sufficiente (non è necessario il riconoscimento di invalidità) la certificazione del medico specialista e la prescrizione medica; i dispositivi sono acquistati e forniti agli assistiti, nelle quantità indicate dal medico entro il limite massimo fissato.",10,9/0501110SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,111,Servizio Veterinario,SP,"Servizio erogato dalle ASL per il controllo e la cura degli animali d'affezione ma anche a disposizione di allevatori, veterinari, biologi, farmacisti, produttori e distributori di alimenti zootecnici, associazioni animaliste ed ambientaliste e altri Enti pubblici ed istituzioni. ",10,9/0501111SP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,112,Tassa concorso,TS,tassa  per la partecipazione ai concorsi sanitari ,10,9/0501112TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,113,Pagamento oneri,AP,pagamento oneri sanitari ,10,9/0501113AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,114,Iscrizione corsi,TS,tassa di iscrizione ai corsi ,10,9/0501114TS/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,115,Proventi da prestazioni della medicina del lavoro,SP,Incassi riferiti alle prestazioni rese dal medico competente alle aziende private,10,9/0501115SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,116,"Proventi per sperimentazione farmaci, cliniche e ricerca finalizzata",SP,incassi finalizzati a remunerare il lavoro di sperimentazione e ricerca,10,9/0501116SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,117,Proventi per asportazione e conservazione organi e iniezioni conservative,SP,Proventi per asportazione e conservazione cordone ombelicale e altri organi e iniezioni conservative praticate sulle salme,10,9/0501117SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,118,Penali,SA,Riscossioni di penali per inadempimenti contrattuali,10,9/0501118SA/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,119,Perizie medico legali,SP,Prestazioni eseguite a privati (sia persone fisiche che giuridiche) per perizie su procedimenti penali,10,9/0501119SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,120,Degenze a pagamento,SP,Partecipazione a spese alberghiere e Maggior Comfort,10,9/0501120SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,121,Vitto familiari di degenti,SP,Rimborso spese vitto di familiare in assistenza a degenti,10,9/0501121SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,122,Finanziamenti per ricerca,AP,Fatture emesse verso enti privati relativi a finanziamenti ricevuti per partecipazione Bandi di ricerca,10,9/0501122AP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
05,SERVIZIO SANITARIO NAZIONALE,01,,,123,Fatture di studi clinici,SP,Attività di sperimentazione clinica,10,9/0501123SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
